"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES"
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-01-20",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-01-21",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-01-22",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-01-23",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-01-24",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-01-25",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-01-26",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-01-27",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-01-29",,,,,"0.95",",,N",,,,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-01-30",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-01-31",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-02-02",,,,,"0.03",",,N",,,,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-02-03",,,,,"0.22",",,N",,,,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-02-04",,,,,"0.65",",,N",,,,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-02-08","    4",",,N","0.38",",,N",,,,,"0.0",",,N","0.0",",,N",,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-02-09",,,,,"0.18",",,N",,,,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-02-10",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-02-11",,,,,"0.03",",,N",,,,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-02-18","    7",",,N","0.00",",,N",,,,,"0.0",",,N","0.0",",,N",,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-02-19",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-02-21","    2",",,N","0.06",",,N",,,,,"0.0",",,N","0.0",",,N",,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-02-22",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-02-23",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-02-24",,,,,"0.66",",,N",,,,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-03-04","    8",",,N","0.67",",,N",,,,,"0.0",",,N","0.0",",,N",,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-03-05",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-03-06",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-03-07",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-03-08",,,,,"0.04",",,N",,,,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-03-09",,,,,"0.18",",,N",,,,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-03-10",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-03-11",,,,,"0.02",",,N",,,,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-03-12",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-03-13",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-03-14",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-03-15",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-03-16",,,,,"0.29",",,N",,,,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-03-17",,,,,"0.80",",,N",,,,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-03-18",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-03-19",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-03-20",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-03-21",,,,,"0.76",",,N",,,,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-03-22",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-03-23",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-03-24",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-03-25",,,,,"0.80",",,N",,,,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-03-26",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-03-27",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-03-28",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-03-29",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-03-30",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-03-31",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-04-01",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-04-02",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-04-03",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-04-04",,,,,"0.03",",,N",,,,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-04-05",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-04-06",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-04-07",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-04-08",,,,,"0.03",",,N",,,,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-04-09",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-04-10",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-04-11",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-04-12",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-04-13",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-04-14",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-04-15",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-04-16",,,,,"0.78",",,N",,,,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-04-17",,,,,"0.04",",,N",,,,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-04-18",,,,,"0.68",",,N",,,,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-04-19",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-04-20",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-04-21",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-04-22",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-04-23",,,,,"0.03",",,N",,,,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-04-24",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-04-25",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-04-26",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-04-27",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-04-28",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-04-29",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-04-30",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-05-01",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-05-02",,,,,"0.22",",,N",,,,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-05-03",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-05-04",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-05-05",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-05-06",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-05-07",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-05-08",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-05-09",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-05-10",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-05-11",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-05-12",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-05-13",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-05-16","    3",",,N","1.35",",,N",,,,,"0.0",",,N","0.0",",,N",,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-05-17",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-05-18",,,,,"0.32",",,N",,,,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-05-19",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-05-20",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-05-21",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-05-22",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-05-23",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-05-24",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-05-25",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-05-26",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-05-27",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-05-28",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-05-29",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-05-30",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-05-31",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-06-01",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-06-03",,,,,"0.78",",,N",,,,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-06-04",,,,,"0.13",",,N",,,,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-06-05",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-06-06",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-06-07",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-06-11","    4",",L,N","1.38",",L,N","0.00",",L,N","0.0",",,N","0.0",",,N","0.0",",,N",,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-06-12",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-06-13",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-06-14",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-06-15",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-06-16",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-06-17",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-06-18",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-06-19",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-06-20",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-06-21",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-06-22",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-06-23",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-06-24",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-06-25",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-06-26",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-06-27",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-07-07","   10",",,N","2.40",",,N",,,,,"0.0",",,N","0.0",",,N",,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-07-08",,,,,"0.03",",,N",,,,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-07-09",,,,,"0.73",",,N",,,,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-07-10",,,,,"0.23",",,N",,,,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-07-11",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-07-12",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-07-13",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-07-14",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-07-15",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-07-16",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-07-17",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-07-19",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-07-21",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2010-07-22",,,,,"0.00",",,N","0.0",",,N",,,,,,
