"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-05-11",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-05-12",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-05-13",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-05-14",,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-05-15",,,,,"1.20",",,N",,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-05-16",,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-05-17",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-05-18",,,,,"0.07",",,N",,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-05-19",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-05-21","    2",",,N","0.00",",,N",,,,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-05-22",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-05-31","    8",",,N","0.02",",,N",,,,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-06-01",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-06-02",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-06-03",,,,,"0.66",",,N",,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-06-04",,,,,"0.17",",,N",,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-06-06","    2",",,N","0.00",",,N",,,,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-06-07",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-06-08",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-06-10","    2",",,N","1.76",",,N",,,,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-06-11",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-06-13","    2",",,N","0.00",",,N",,,,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-06-14",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-06-15",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-06-17","    2",",,N","0.00",",,N",,,,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-06-18",,,,,"0.01",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-06-21","    3",",,N","0.00",",,N",,,,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-06-23","    2",",,N","0.00",",,N",,,,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-06-24",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-06-25",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-06-27",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-06-28",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-06-29",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-06-30",,,,,"0.94",",,N",,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-07-01",,,,,"0.82",",,N",,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-07-02",,,,,"0.13",",,N",,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-07-03",,,,,"1.66",",,N",,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-07-04",,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-07-05",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-07-06",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-07-11","    5",",,N","1.22",",,N",,,,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-07-12",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-07-13",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-07-14",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-07-15",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-07-16",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-07-19",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-07-20",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-07-21",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-07-22",,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-07-23",,,,,"0.23",",,N",,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-07-24",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-07-25",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-07-26",,,,,"0.14",",,N",,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-07-27",,,,,"0.14",",,N",,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-07-29",,,,,"0.78",",,N",,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-07-30",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-07-31",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-08-02",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-08-03",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-08-04",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-08-05",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-08-06",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-08-09",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-08-10",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-08-11",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-08-12",,,,,"0.09",",,N",,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-08-13",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-08-14",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-08-16",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-08-17",,,,,"0.28",",,N",,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-08-18",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-08-19",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-08-20",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-08-23",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-08-24",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-08-25",,,,,"0.19",",,N",,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-08-26",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-08-27",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-08-29",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-08-30",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-08-31",,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-09-01",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-09-02",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-09-06","    4",",,N","0.23",",,N",,,,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-09-07",,,,,"0.53",",,N",,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-09-08",,,,,"4.30",",,N",,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-09-09",,,,,"0.23",",,N",,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-09-10",,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-09-13",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-09-14",,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-09-15",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-09-16",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-09-17",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-09-18",,,,,"0.04",",,N",,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-09-19",,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-09-20",,,,,"0.14",",,N",,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-09-21",,,,,"0.08",",,N",,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-09-22",,,,,"0.13",",,N",,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-09-23",,,,,"0.04",",,N",,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-09-24",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-09-26",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-09-27",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-09-28",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-09-29",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-09-30",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-10-01",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-10-04",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-10-05",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-10-06",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-10-07",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-10-08",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-10-11",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-10-12",,,,,"0.04",",,N",,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-10-14",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-10-15",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-10-16",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-10-17",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-10-18",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-10-19",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-10-20",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-10-21",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-10-22",,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-10-23",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-10-25",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-10-26",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-10-27",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-10-28",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-10-29",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-11-01",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-11-02",,,,,"0.38",",,N",,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-11-03",,,,,"0.09",",,N",,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-11-04",,,,,"0.05",",,N",,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-11-05",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-11-15","   10",",,N","0.21",",,N",,,,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-11-16",,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-11-17",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-11-18",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"US1TXTV0112","AUSTIN 5.7 SSE, TX US","30.19591","-97.695825","162.5","2010-11-19",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
